date,equity
1962-12-21,1.010396694214876
1963-02-07,1.005622977848334
1963-02-14,1.0094812461181248
1963-03-04,1.0196491784606567
1963-03-05,1.0325732777554275
1963-03-22,1.042105507112041
1963-03-26,1.0511075248968813
1963-04-01,1.0636040183926583
1963-04-03,1.077531210633498
1963-04-26,1.0633064661056038
1963-05-01,1.069805086727628
1963-05-07,1.0761560260476335
1963-05-09,1.1117635745586132
1963-05-14,1.1259928984771816
1963-05-17,1.1287009297312813
1963-05-28,1.1219612197575561
1963-05-31,1.131863751886736
1963-06-04,1.142106812269018
1963-06-17,1.0682322987736614
1963-06-21,1.072086043018045
1963-06-25,1.071852956066568
1963-07-01,1.065127845629003
1963-07-17,1.062997589937745
1963-07-24,1.071289030056299
1963-07-30,1.0849471609797963
1963-08-05,1.0827772666578366
1963-08-14,1.0943761099527125
1963-08-19,1.1059357726346428
1963-08-28,1.1016099461210045
1963-09-03,1.1131767505706396
1963-09-11,1.101569695723545
1963-09-23,1.1204924988624143
1963-09-24,1.132495352364783
1963-10-01,1.1385575583277323
1963-10-10,1.1509402846779755
1963-10-11,1.1707011571695392
1963-10-25,1.1578128505517042
1963-10-31,1.1591609659368776
1963-11-08,1.1928930710328491
1963-11-20,1.186039682355917
1963-11-26,1.1872946356589602
1963-12-12,1.1995721803733659
1963-12-24,1.2000555801639938
1964-01-02,1.201695998528141
1964-01-20,1.2115548105976983
1964-01-22,1.2224206611096722
1964-01-27,1.2322963454035052
1964-02-06,1.2186545697571076
1964-02-10,1.2275890775107952
1964-02-14,1.2368512170600607
1964-02-18,1.2498623484152382
1964-02-28,1.2283292278407676
1964-03-04,1.2296344496673646
1964-03-11,1.2366337900646307
1964-03-18,1.2313863852413813
1964-03-25,1.2339532905939905
1964-04-06,1.2182170622813504
1964-04-08,1.2293919919811604
1964-04-14,1.2369894307615996
1964-04-29,1.1705332399641317
1964-05-06,1.1718158519298802
1964-05-08,1.1839979690555082
1964-05-22,1.1586704193681714
1964-06-10,1.1427758277291613
1964-06-22,1.1434355560496345
1964-06-29,1.167135856665936
1964-07-09,1.164801584952604
1964-07-15,1.173816721637079
1964-07-16,1.1945193243676677
1964-07-23,1.2117931296407856
1964-07-30,1.213808481515688
1964-08-11,1.1853712119843942
1964-08-18,1.193368147799356
1964-08-28,1.1909814115037574
1964-09-04,1.17565478868328
1964-09-09,1.183991249912125
1964-09-16,1.1904619305083066
1964-09-29,1.1533385365926008
1964-10-02,1.1577635443520529
1964-10-16,1.15107936387952
1964-10-21,1.1653782572515774
1964-11-02,1.1285177902075925
1964-11-17,1.1092358620836307
1964-11-24,1.1138994947038683
1964-12-07,1.084054352870563
1964-12-14,1.090472851658933
1964-12-16,1.112371855403769
